line,air_key,class_token,internal_class,flags,class_source,class_source_kind,class_sha256,java_major,super_class,spawn_declared_here,flight_models,flight_model_property_class,flight_model_verification,cockpit_classes,cockpit_property_class,missing_cockpit_classes,player_classification,mesh_names,status,findings
390,Ju-87D-3,air.JU_87D3,com/maddox/il2/objects/air/JU_87D3,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\JU_87D3.class,selector-dump,C36841000627637E92C802B1DEEE1996AA3F201497570005173E7F8185F8E07D,47,com/maddox/il2/objects/air/JU_87,True,FlightModels/Ju-87D-3.fmd,com/maddox/il2/objects/air/JU_87D3,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitJU_87D3 | com/maddox/il2/objects/air/CockpitJU_87D3_Gunner,com/maddox/il2/objects/air/JU_87D3,,player-capable-static,3do/plane/Ju-87D-3/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
391,Ju-87D-5,air.JU_87D5,com/maddox/il2/objects/air/JU_87D5,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\JU_87D5.class,selector-dump,4139EE7368922EAEC90FBEF68BE38FFA2A42C46E32374C6A31AA39BC9EC219E9,47,com/maddox/il2/objects/air/JU_87,True,FlightModels/Ju-87D-5.fmd,com/maddox/il2/objects/air/JU_87D5,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitJU_87D3_Gunner | com/maddox/il2/objects/air/CockpitJU_87D5,com/maddox/il2/objects/air/JU_87D5,,player-capable-static,3DO/Plane/Ju-87D-5/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
392,Ju-87G-1,air.JU_87G1,com/maddox/il2/objects/air/JU_87G1,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\JU_87G1.class,selector-dump,EA63CD7E6D35157EBB6DEBA1212C26432CEA3EC340BA90EC36A21BF392C4198D,47,com/maddox/il2/objects/air/JU_87,True,FlightModels/Ju-87G-1.fmd,com/maddox/il2/objects/air/JU_87G1,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitJU_87D3 | com/maddox/il2/objects/air/CockpitJU_87G1_Gunner,com/maddox/il2/objects/air/JU_87G1,,player-capable-static,3do/plane/Ju-87G-1/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
393,Ju-87R-2_DZZMod,air.JU_87R2_DZZ,com/maddox/il2/objects/air/JU_87R2_DZZ,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\30D43F3EB2F124DC,loose,4F1571484A0F924F928B84ED5C63558778B66958415307E84A7B14D129E5A2A8,47,com/maddox/il2/objects/air/JU_87,True,FlightModels/Ju-87B-2.fmd,com/maddox/il2/objects/air/JU_87R2_DZZ,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitJU_87B2 | com/maddox/il2/objects/air/CockpitJU_87B2_Gunner,com/maddox/il2/objects/air/JU_87R2_DZZ,,player-capable-static,3do/plane/Ju-87B-2/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
394,Ju-88A-4,air.JU_88A4,com/maddox/il2/objects/air/JU_88A4,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\JU_88A4.class,selector-dump,1B38FA997114EDE43767BC4BEBD61C978CD3005B28A3CE4E3CEBDB26702C1770,47,com/maddox/il2/objects/air/JU_88,True,FlightModels/Ju-88A-4.fmd,com/maddox/il2/objects/air/JU_88A4,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitJU_88A4 | com/maddox/il2/objects/air/CockpitJU_88A4_BGunner | com/maddox/il2/objects/air/CockpitJU_88A4_Bombardier | com/maddox/il2/objects/air/CockpitJU_88A4_NGunner | com/maddox/il2/objects/air/CockpitJU_88A4_RGunner,com/maddox/il2/objects/air/JU_88A4,,player-capable-static,3DO/Plane/Ju-88A-4/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
395,Ju-88Mistel,air.JU_88MSTL,com/maddox/il2/objects/air/JU_88MSTL,NOQUICK,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\JU_88MSTL.class,selector-dump,FD17A010A84371732783E3650E957E17E6EFFBCE128963AB9C6298CEC2025690,47,com/maddox/il2/objects/air/JU_88,True,FlightModels/Ju-88A-4Mistel.fmd,com/maddox/il2/objects/air/JU_88MSTL,reference-only-buttons-not-extracted,,,,probable-ai-only,3DO/Plane/Ju-88MSTL/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified | no usable cockpitClass declaration found; treat as AI-only until runtime proof
396,Ki-21-I,air.KI_21_I,com/maddox/il2/objects/air/KI_21_I,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\62FDC1542B2A45D8,loose,F3F89B663DFF7FD53812EB6E7BA2D694349EFB7C5DEA9973C908EBCAC1E5F1DA,47,com/maddox/il2/objects/air/KI_21,True,FlightModels/Ki-21-I.fmd,com/maddox/il2/objects/air/KI_21_I,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_21_I | com/maddox/il2/objects/air/CockpitKI_21_I_Bombardier | com/maddox/il2/objects/air/CockpitKI_21_I_NGunner | com/maddox/il2/objects/air/CockpitKI_21_I_TGunner,com/maddox/il2/objects/air/KI_21_I,,player-capable-static,3DO/Plane/Ki-21-I(Multi1)/hier.him | 3DO/Plane/Ki-21-I(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
397,Ki-21-II,air.KI_21_II,com/maddox/il2/objects/air/KI_21_II,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\50920B1E7D65714A,loose,764EC5EC05380632CA761076D006CC83D85CF4FE8E18A81AD7A440E34935B58F,47,com/maddox/il2/objects/air/KI_21,True,FlightModels/Ki-21-II.fmd,com/maddox/il2/objects/air/KI_21_II,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_21_II | com/maddox/il2/objects/air/CockpitKI_21_II_BGunner | com/maddox/il2/objects/air/CockpitKI_21_II_Bombardier | com/maddox/il2/objects/air/CockpitKI_21_II_NGunner | com/maddox/il2/objects/air/CockpitKI_21_II_TGunner,com/maddox/il2/objects/air/KI_21_II,,player-capable-static,3DO/Plane/Ki-21-II(Multi1)/hier.him | 3DO/Plane/Ki-21-II(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
398,Ki-27-Ko,air.KI_27_KO,com/maddox/il2/objects/air/KI_27_KO,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\KI_27_KO.class,selector-dump,2031D5823F901E49F4894905429CA4582FBCDA1417C6D1879A0C0894CAC9AA51,47,com/maddox/il2/objects/air/KI_27,True,FlightModels/Ki-27.fmd,com/maddox/il2/objects/air/KI_27_KO,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_27KO,com/maddox/il2/objects/air/KI_27_KO,,player-capable-static,3DO/Plane/Ki-27(Ko)(Multi1)/hier.him | 3DO/Plane/Ki-27(Ko)(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
399,Ki-27-Otsu,air.KI_27_OTSU,com/maddox/il2/objects/air/KI_27_OTSU,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\KI_27_OTSU.class,selector-dump,EAC6908A59F69058175D63BAF57FEEA5D1178528AD42D3979EE5312ECDF90AE5,47,com/maddox/il2/objects/air/KI_27,True,FlightModels/Ki-27.fmd,com/maddox/il2/objects/air/KI_27_OTSU,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_27OTSU,com/maddox/il2/objects/air/KI_27_OTSU,,player-capable-static,3DO/Plane/Ki-27(Otsu)(Multi1)/hier.him | 3DO/Plane/Ki-27(Otsu)(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
400,Ki-43-Ia,air.KI_43_IA,com/maddox/il2/objects/air/KI_43_IA,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\0DD45E6CFCE938C4,loose,878199B1A5596E9FE5D2C6352411F9901390FC01BCE8191D5FAF4A13019C2F3A,47,com/maddox/il2/objects/air/KI_43,True,FlightModels/Ki-43-Ia.fmd,com/maddox/il2/objects/air/KI_43_IA,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_43,com/maddox/il2/objects/air/KI_43_IA,,player-capable-static,3DO/Plane/Ki-43-Ia(Multi1)/hier.him | 3DO/Plane/Ki-43-Ia(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
401,Ki-43-Ia_DZZMod,air.KI_43_IA_DZZ,com/maddox/il2/objects/air/KI_43_IA_DZZ,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\09A6874C7958E5EE,loose,9F2B73522EF33965DAB4E5E820AA9212DFC2E2C3FCF7E72652D5A8BD56D2132A,47,com/maddox/il2/objects/air/KI_43,True,FlightModels/Ki-43-Ia.fmd,com/maddox/il2/objects/air/KI_43_IA_DZZ,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_43,com/maddox/il2/objects/air/KI_43_IA_DZZ,,player-capable-static,,REVIEW,flight-model reference found; internal Buttons entry not yet verified
402,Ki-43-Ib,air.KI_43_IB,com/maddox/il2/objects/air/KI_43_IB,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\73223B3AFA266A64,loose,E2B0B7460A43B0BC45F2A480C06CB921369711DBE784DA74E3C6C37C36E3FF53,47,com/maddox/il2/objects/air/KI_43,True,FlightModels/Ki-43-Ia.fmd,com/maddox/il2/objects/air/KI_43_IB,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_43,com/maddox/il2/objects/air/KI_43_IB,,player-capable-static,3DO/Plane/Ki-43-Ib(Multi1)/hier.him | 3DO/Plane/Ki-43-Ib(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
403,Ki-43-Ib_DZZMod,air.KI_43_IB_DZZ,com/maddox/il2/objects/air/KI_43_IB_DZZ,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\0BBFF5E0F0FE81D6,loose,A88D7B0F473CD9D76214A55DB9179F869F3E7DBA3FE95CEC049BEB74863372A6,47,com/maddox/il2/objects/air/KI_43,True,FlightModels/Ki-43-Ia.fmd,com/maddox/il2/objects/air/KI_43_IB_DZZ,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_43,com/maddox/il2/objects/air/KI_43_IB_DZZ,,player-capable-static,,REVIEW,flight-model reference found; internal Buttons entry not yet verified
404,Ki-43-Ic,air.KI_43_IC,com/maddox/il2/objects/air/KI_43_IC,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\82216D045232530A,loose,BE88BDBF028C73B92AFD45555DC8CF0885CE399EE245EC87E445CB34C497978C,47,com/maddox/il2/objects/air/KI_43,True,FlightModels/Ki-43-Ia.fmd,com/maddox/il2/objects/air/KI_43_IC,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_43,com/maddox/il2/objects/air/KI_43_IC,,player-capable-static,3DO/Plane/Ki-43-Ic(Multi1)/hier.him | 3DO/Plane/Ki-43-Ic(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
405,Ki-43-Ic_DZZMod,air.KI_43_IC_DZZ,com/maddox/il2/objects/air/KI_43_IC_DZZ,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\AC2769E0F8C7ABAA,loose,B7E46950356293A674CFC2B2D6434E71BCCB26B33948E5AB71BFB9185B9FB625,47,com/maddox/il2/objects/air/KI_43,True,FlightModels/Ki-43-Ia.fmd,com/maddox/il2/objects/air/KI_43_IC_DZZ,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_43,com/maddox/il2/objects/air/KI_43_IC_DZZ,,player-capable-static,,REVIEW,flight-model reference found; internal Buttons entry not yet verified
406,Ki-43-II,air.KI_43_II,com/maddox/il2/objects/air/KI_43_II,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\AC97E3AAB8DF3382,loose,935F527BF0A7C7DAFFFF667876AD155867F4679017B71D9D3712847A6B2E9270,47,com/maddox/il2/objects/air/KI_43,True,FlightModels/Ki-43-II.fmd,com/maddox/il2/objects/air/KI_43_II,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_43_II,com/maddox/il2/objects/air/KI_43_II,,player-capable-static,3DO/Plane/Ki-43-II(Multi1)/hier.him | 3DO/Plane/Ki-43-II(cc)/hier.him | 3DO/Plane/Ki-43-II(ja)/hier.him | 3DO/Plane/Ki-43-II(mk)/hier.him | 3DO/Plane/Ki-43-II(th)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
407,Ki-43-II_DZZMod,air.KI_43_II_DZZ,com/maddox/il2/objects/air/KI_43_II_DZZ,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\F432BDB82C0BE7E4,loose,F3098E53A3D4FCF19F428E05CF7B7A64B76F340AD89C0FDC5008D848F00A406E,47,com/maddox/il2/objects/air/KI_43,True,FlightModels/Ki-43-II.fmd,com/maddox/il2/objects/air/KI_43_II_DZZ,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_43_II,com/maddox/il2/objects/air/KI_43_II_DZZ,,player-capable-static,3DO/Plane/Ki-43-II(Multi1)/hier.him | 3DO/Plane/Ki-43-II(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
408,Ki-43-II-Kai,air.KI_43_IIKAI,com/maddox/il2/objects/air/KI_43_IIKAI,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\6C45E7446D06BFAC,loose,866CC1D9D63347466597373A30931E92F10346D88D3FBF24A727B95468A7491A,47,com/maddox/il2/objects/air/KI_43,True,FlightModels/Ki-43-II.fmd,com/maddox/il2/objects/air/KI_43_IIKAI,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_43_IIKAI,com/maddox/il2/objects/air/KI_43_IIKAI,,player-capable-static,3DO/Plane/Ki-43-II(Kai)(Multi1)/hier.him | 3DO/Plane/Ki-43-II(Kai)(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
409,Ki-43-II-Kai_DZZMod,air.KI_43_IIKAI_DZZ,com/maddox/il2/objects/air/KI_43_IIKAI_DZZ,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\4DFDFC8635B00936,loose,2B22D5C93B6812C7A8670BC48B71E16AEF1B1CE6B013AFDA3443C8E1B5EF0DC0,47,com/maddox/il2/objects/air/KI_43,True,FlightModels/Ki-43-II.fmd,com/maddox/il2/objects/air/KI_43_IIKAI_DZZ,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_43_IIKAI,com/maddox/il2/objects/air/KI_43_IIKAI_DZZ,,player-capable-static,3DO/Plane/Ki-43-II(Kai)(Multi1)/hier.him | 3DO/Plane/Ki-43-II(Kai)(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
410,Ki-46-Otsu,air.KI_46_OTSU,com/maddox/il2/objects/air/KI_46_OTSU,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\62015D904C224D2E,loose,94CAE3DCFF2E5891A78D04EF9309E998BE8579B27AA99E7A2B19F00CB952F00C,47,com/maddox/il2/objects/air/KI_46,True,FlightModels/Ki-46-IIIKai.fmd,com/maddox/il2/objects/air/KI_46_OTSU,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_46_OTSU,com/maddox/il2/objects/air/KI_46_OTSU,,player-capable-static,3DO/Plane/Ki-46(Otsu)(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
411,Ki-46-Otsu-Hei,air.KI_46_OTSUHEI,com/maddox/il2/objects/air/KI_46_OTSUHEI,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\3665F7FAC2D76D74,loose,8C8D1CB4ABFEF661525ABD72216B2102E42C02E604DD5CD47F246CB820A569A3,47,com/maddox/il2/objects/air/KI_46,True,FlightModels/Ki-46-IIIKai.fmd,com/maddox/il2/objects/air/KI_46_OTSUHEI,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_46_OTSUHEI,com/maddox/il2/objects/air/KI_46_OTSUHEI,,player-capable-static,3DO/Plane/Ki-46(Otsu-Hei)(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
412,Ki-46-Recce,air.KI_46_RECCE,com/maddox/il2/objects/air/KI_46_RECCE,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\5506ADFE95ED4244,loose,3B471993CA6DC6CC7B23547FC019ACF8B9BE4C740EE38E0BCA3C14C88DA7343D,47,com/maddox/il2/objects/air/KI_46,True,FlightModels/Ki-46-IIIRecce.fmd,com/maddox/il2/objects/air/KI_46_RECCE,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_46_RECCE,com/maddox/il2/objects/air/KI_46_RECCE,,player-capable-static,3DO/Plane/Ki-46(Recce)(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
413,Ki-61-I-Hei,air.KI_61_IHEI,com/maddox/il2/objects/air/KI_61_IHEI,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\KI_61_IHEI.class,selector-dump,44F2BC255C45E74DE8A1902D3B9640A035455A50489BC596525E3A550EDC4D04,47,com/maddox/il2/objects/air/KI_61,True,FlightModels/Ki-61-IHei.fmd,com/maddox/il2/objects/air/KI_61_IHEI,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_61,com/maddox/il2/objects/air/KI_61_IHEI,,player-capable-static,3DO/Plane/Ki-61-I(Hei)(Multi1)/hier.him | 3DO/Plane/Ki-61-I(Hei)(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
414,Ki-61-I-Ko,air.KI_61_IKO,com/maddox/il2/objects/air/KI_61_IKO,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\KI_61_IKO.class,selector-dump,2CCF13CF8D80D7262B01DD9D97A1CF664BE0B635E69F6088AB7D9F286506F46F,47,com/maddox/il2/objects/air/KI_61,True,FlightModels/Ki-61-IKo.fmd,com/maddox/il2/objects/air/KI_61_IKO,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_61,com/maddox/il2/objects/air/KI_61_IKO,,player-capable-static,3DO/Plane/Ki-61-I(Ko)(Multi1)/hier.him | 3DO/Plane/Ki-61-I(Ko)(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
415,Ki-61-I-Otsu,air.KI_61_IOTSU,com/maddox/il2/objects/air/KI_61_IOTSU,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\KI_61_IOTSU.class,selector-dump,39802D3DC0C1CE097EDC47ED10CC86AD2D12D7B584BCE9EB10A47DEDE7B0462F,47,com/maddox/il2/objects/air/KI_61,True,FlightModels/Ki-61-IOtsu.fmd,com/maddox/il2/objects/air/KI_61_IOTSU,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_61,com/maddox/il2/objects/air/KI_61_IOTSU,,player-capable-static,3DO/Plane/Ki-61-I(Otsu)(Multi1)/hier.him | 3DO/Plane/Ki-61-I(Otsu)(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
416,Ki-84-Ia,air.KI_84_IA,com/maddox/il2/objects/air/KI_84_IA,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\KI_84_IA.class,selector-dump,0DE20FBD66527C4325B29E98A13D587AF4ABF3CC108BF5900714A877CF56C3B4,47,com/maddox/il2/objects/air/KI_84,True,FlightModels/Ki-84-Ia.fmd,com/maddox/il2/objects/air/KI_84_IA,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_84_IA,com/maddox/il2/objects/air/KI_84_IA,,player-capable-static,3DO/Plane/Ki-84-Ia(Multi1)/hier.him | 3DO/Plane/Ki-84-Ia(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
417,Ki-84-Ib,air.KI_84_IB,com/maddox/il2/objects/air/KI_84_IB,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\KI_84_IB.class,selector-dump,79DE0A6EC9BE0D2DFA445092F94308CAE97B402F67D0C8543277CE467025598E,47,com/maddox/il2/objects/air/KI_84,True,FlightModels/Ki-84-Ia.fmd,com/maddox/il2/objects/air/KI_84_IB,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_84_IB,com/maddox/il2/objects/air/KI_84_IB,,player-capable-static,3DO/Plane/Ki-84-Ib(Multi1)/hier.him | 3DO/Plane/Ki-84-Ib(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
418,Ki-84-Ic,air.KI_84_IC,com/maddox/il2/objects/air/KI_84_IC,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\KI_84_IC.class,selector-dump,6403588C2546A50C85920F7920DA0F448DFBC86A7A94FAC436FEB16E9C767FB6,47,com/maddox/il2/objects/air/KI_84,True,FlightModels/Ki-84-Ia.fmd,com/maddox/il2/objects/air/KI_84_IC,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_84_IB,com/maddox/il2/objects/air/KI_84_IC,,player-capable-static,3DO/Plane/Ki-84-Ic(Multi1)/hier.him | 3DO/Plane/Ki-84-Ic(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
419,Ki-100-I-Ko,air.KI_100_IKO,com/maddox/il2/objects/air/KI_100_IKO,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\KI_100_IKO.class,selector-dump,0B7839AF4089E368343BD18B721BC2D07E043FB8362B0FFBA5856F0261B3DE47,47,com/maddox/il2/objects/air/KI_100,True,FlightModels/Ki-100-I.fmd,com/maddox/il2/objects/air/KI_100_IKO,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitKI_100,com/maddox/il2/objects/air/KI_100_IKO,,player-capable-static,3DO/Plane/Ki-100-I(Ko)(Multi1)/hier.him | 3DO/Plane/Ki-100-I(Ko)(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
420,S-328,air.LetovS_328,com/maddox/il2/objects/air/LetovS_328,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\LetovS_328.class,selector-dump,CBD7FCB6C79F84E9EF9FD6D14F1DA11D37B8267ED4DA0134321C6F01F97181BF,47,com/maddox/il2/objects/air/Letov,True,FlightModels/LetovS-328.fmd,com/maddox/il2/objects/air/LetovS_328,reference-only-buttons-not-extracted,,,,probable-ai-only,3do/Plane/LetovS-328/hier.him | 3do/Plane/LetovS-328_DE/hier.him | 3do/Plane/LetovS-328_SK/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified | no usable cockpitClass declaration found; treat as AI-only until runtime proof
421,H8K1,air.H8K1,com/maddox/il2/objects/air/H8K1,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\E42E83D45D7823D6,loose,B17C183E88FF9C7A65865410B3AFB1B821D8922CD566CB84E6DDC8C977240C62,47,com/maddox/il2/objects/air/H8K,True,FlightModels/H8K1.fmd,com/maddox/il2/objects/air/H8K1,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitH8K1 | com/maddox/il2/objects/air/CockpitH8K1_AGunner | com/maddox/il2/objects/air/CockpitH8K1_Bombardier | com/maddox/il2/objects/air/CockpitH8K1_NGunner | com/maddox/il2/objects/air/CockpitH8K1_TGunner,com/maddox/il2/objects/air/H8K1,,player-capable-static,3DO/Plane/H8K1(Multi1)/hier.him | 3DO/Plane/H8K1(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
422,N1K1-J,air.N1K1J,com/maddox/il2/objects/air/N1K1J,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\E2CDDCF8E0859E9C,loose,96508286AAA23FBCA13D5DD718A5AFD1890803CBFBE836201E0370846193F477,47,com/maddox/il2/objects/air/N1K,True,FlightModels/N1K1-J.fmd,com/maddox/il2/objects/air/N1K1J,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitN1K2JA,com/maddox/il2/objects/air/N1K1J,,player-capable-static,3DO/Plane/N1K1-J(Multi1)/hier.him | 3DO/Plane/N1K1-J(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
423,N1K1-Ja,air.N1K1JA,com/maddox/il2/objects/air/N1K1JA,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\EEC5CEE6938C11A6,loose,83693413BA29F5E9796740E678E941F6D24CC447659DD92426C64FDAA603972A,47,com/maddox/il2/objects/air/N1K,True,FlightModels/N1K1-J.fmd,com/maddox/il2/objects/air/N1K1JA,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitN1K2JA,com/maddox/il2/objects/air/N1K1JA,,player-capable-static,3DO/Plane/N1K1-Ja(Multi1)/hier.him | 3DO/Plane/N1K1-Ja(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
